date,Account,daily_pnl,num_trades,win_rate,avg_trade_size,total_fee,classification
2023-12-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,508.92214299999995,50,0.3,11391.1944,142.389901,Greed
2023-12-30,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,354.998648,52,0.4423076923076923,13510.58096153846,175.637526,Greed
2024-01-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-129.53146,18,0.05555555555555555,14679.973888888888,66.059867,Greed
2024-01-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,783.979116,17,0.47058823529411764,7138.1611764705885,30.337176,Greed
2024-01-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,866.015507,67,0.417910447761194,5888.050149253731,98.624811,Greed
2024-01-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-67.60364,5,0.0,19958.508,24.948132,Greed
2024-01-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,164.141565,66,0.19696969696969696,25817.31303030303,425.985639,Greed
2024-01-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,135.58166400000002,22,0.45454545454545453,13569.154545454547,74.630342,Greed
2024-01-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-835.681235,97,0.09278350515463918,10812.887216494846,262.212464,Greed
2024-01-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-269.874439,128,0.25,11894.159609375,380.613064,Greed
2024-01-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-826.349863,70,0.2571428571428571,12429.313857142857,204.012928,Extreme Greed
2024-01-10,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1517.091342,193,0.21243523316062177,10660.515440414507,434.044865,Greed
2024-01-11,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,2,0.0,23066.935,11.072125999999999,Extreme Greed
2024-01-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-164.08950099999998,19,0.2631578947368421,13641.064736842105,64.795045,Extreme Greed
2024-01-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1925.519024,7,0.0,28583.181428571428,49.480726999999995,Greed
2024-01-15,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,152.85358,9,1.0,69.98444444444445,0.151157,Neutral
2024-01-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,5,0.0,10001.248,12.501555,Neutral
2024-01-16,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,-3238.8,6,0.0,10580.346666666666,4.082997,Greed
2024-01-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,939.6285419999999,3,1.0,17648.416666666668,13.236312,Greed
2024-01-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,813.2741110000001,53,0.20754716981132076,15110.019433962265,159.707606,Greed
2024-01-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,68.93319,46,0.06521739130434782,9231.120217391304,92.657901,Greed
2024-01-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-0.20400000000000001,9,0.1111111111111111,169.64555555555555,0.366427,Neutral
2024-01-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-385.215235,39,0.1282051282051282,10946.209230769231,92.685441,Neutral
2024-01-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-146.57487000000003,106,0.14150943396226415,10095.193490566038,267.522583,Neutral
2024-01-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,266.58114600000005,11,0.2727272727272727,9375.43090909091,25.78243,Greed
2024-01-22,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1166.248788,48,0.2916666666666667,1125.4704166666668,4.11975,Greed
2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,209.39217099999996,37,0.24324324324324326,7671.794864864864,63.358518000000004,Greed
2024-01-23,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-369.2447299999998,45,0.24444444444444444,9211.531777777778,85.72457,Neutral
2024-01-24,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-2808.353815,68,0.14705882352941177,14192.42044117647,227.771095,Neutral
2024-01-25,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-3093.6293849999997,6,0.0,11094.355000000001,16.641532,Neutral
2024-01-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,90.2,2,0.5,4627.9,-0.185116,Neutral
2024-01-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,3,0.0,839.1366666666667,0.629351,Neutral
2024-01-28,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,-2478.06972,11,0.0,1646.2754545454545,-0.362176,Neutral
2024-01-29,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1.71544,2,0.5,1034.4299999999998,0.227798,Greed
2024-01-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,484.847102,72,0.6111111111111112,5724.157222222222,103.034807,Greed
2024-01-30,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-173.65419100000003,49,0.10204081632653061,8183.905714285715,100.25281,Greed
2024-01-31,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-799.840817,859,0.2689173457508731,7340.683504074505,1549.411475,Greed
2024-02-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,6,0.0,334.69666666666666,0.5020439999999999,Greed
2024-02-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,456.423473,42,0.30952380952380953,11292.343571428572,91.569636,Greed
2024-02-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,223.30918699999998,56,0.10714285714285714,10782.5,109.662349,Greed
2024-02-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,47.62389499999999,35,0.2571428571428571,5805.358,50.52688,Greed
2024-02-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-33.45419400000003,72,0.19444444444444445,10697.198055555556,165.549465,Greed
2024-02-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-215.615907,1088,0.1645220588235294,7396.280707720588,988.606997,Greed
2024-02-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,241.24212,15,0.13333333333333333,450.582,0.339693,Greed
2024-02-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,770.756024,10,0.4,2605.112,3.0028870000000003,Greed
2024-02-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,983.443176,34,0.20588235294117646,6244.465294117647,24.955292,Greed
2024-02-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,913.8817869999998,16,0.375,14202.981249999999,27.111911,Greed
2024-02-13,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,559.44389,14,1.0,142.85642857142858,-0.039992,Extreme Greed
2024-02-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3639.3031690000003,88,0.8977272727272727,2478.8488636363636,10.742176,Greed
2024-02-14,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,191.29666400000002,23,0.17391304347826086,4465.268695652174,12.175298,Greed
2024-02-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1024.70728,52,0.9423076923076923,1469.9592307692308,3.518759,Greed
2024-02-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,816.0903969999999,11,0.7272727272727273,9886.378181818181,27.187538,Greed
2024-02-16,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,5491.768834,170,0.8588235294117647,2730.2580588235296,2.2395110000000007,Greed
2024-02-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,12,0.0,8396.053333333333,24.985659,Greed
2024-02-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1670.012358,64,0.84375,3161.86234375,11.317838,Extreme Greed
2024-02-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,259.62944200000004,30,0.23333333333333334,6791.962666666667,50.737215,Extreme Greed
2024-02-18,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,477.6248299999999,97,0.6288659793814433,1619.0532989690723,-3.140925,Greed
2024-02-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,4325.827543,95,0.8,2488.1485263157892,2.351851,Extreme Greed
2024-02-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-8.05898,6,0.16666666666666666,8333.848333333333,12.500769,Extreme Greed
2024-02-20,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3053.31353,35,0.7714285714285715,3363.1262857142856,2.646102,Greed
2024-02-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,210.315294,4,1.0,427.575,0.427573,Greed
2024-02-21,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1858.7985700000002,21,0.7142857142857143,4668.662857142857,0.4692299999999999,Extreme Greed
2024-02-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,1,0.0,10005.6,2.501399,Extreme Greed
2024-02-22,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3894.1050699999996,86,0.46511627906976744,4279.456162790698,24.20242,Greed
2024-02-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,2,0.0,2500.32,1.25016,Greed
2024-02-23,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1418.55293,143,0.958041958041958,776.966013986014,-2.067069,Extreme Greed
2024-02-25,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-30.7705,5,0.0,896.0260000000001,-0.0896,Greed
2024-02-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,4416.8473,37,0.918918918918919,5180.734324324325,-0.08772699999999982,Greed
2024-02-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,2,0.0,249.98499999999999,-0.009998,Greed
2024-02-27,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,312.130593,55,0.34545454545454546,3759.7450909090912,-4.135694,Extreme Greed
2024-02-27,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,576.38114,8,0.875,322.04,0.374085,Extreme Greed
2024-02-28,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2503.747235,45,0.8666666666666667,3802.380666666667,-1.377152,Extreme Greed
2024-02-29,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8493.192736,109,0.8899082568807339,3402.198532110092,-4.847684,Extreme Greed
2024-02-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1320.804256,7,0.42857142857142855,3546.727142857143,6.2067689999999995,Extreme Greed
2024-03-01,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8244.241409,137,0.9343065693430657,3452.370072992701,-0.546854,Extreme Greed
2024-03-02,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1674.715167,24,0.875,2510.5745833333335,-1.205066,Extreme Greed
2024-03-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1443.814567,7,0.0,420.5385714285714,0.735937,Extreme Greed
2024-03-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8361.086245,79,0.6835443037974683,4946.1478481012655,-2.507103,Extreme Greed
2024-03-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,26773.771643,287,0.8815331010452961,5485.087665505226,-1.503619,Extreme Greed
2024-03-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1026.004099,13,1.0,290.5161538461538,0.94417,Extreme Greed
2024-03-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,19791.026041,180,0.9055555555555556,4676.724,-4.438459,Extreme Greed
2024-03-06,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,6814.825139,82,0.8780487804878049,3990.4636585365856,-3.355318,Extreme Greed
2024-03-08,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,4271.886236,67,0.8805970149253731,2740.047462686567,-3.6716290000000003,Extreme Greed
2024-03-09,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,9949.501624,117,0.8290598290598291,5625.459401709401,1.8517640000000002,Extreme Greed
2024-03-10,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2482.9272,42,0.6904761904761905,5237.472619047619,2.281072,Extreme Greed
2024-03-11,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3588.179495,42,0.9285714285714286,4202.844047619047,8.47289,Extreme Greed
2024-03-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3039.166,8,0.875,12880.10625,4.945953,Extreme Greed
2024-03-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,7,0.0,857.2571428571428,2.100278,Extreme Greed
2024-03-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,65.480454,1,1.0,6066.28,2.123198,Extreme Greed
2024-03-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3400.385378,17,0.8823529411764706,11756.876470588235,9.593594,Extreme Greed
2024-03-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,338.42832,8,0.125,3292.47625,9.218929,Extreme Greed
2024-03-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,5509.2545,35,0.9142857142857143,7132.707714285714,13.697647,Extreme Greed
2024-03-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,388.830831,19,0.42105263157894735,3995.254210526316,26.568427,Extreme Greed
2024-03-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,228.57984,6,0.16666666666666666,4537.276666666667,9.528281,Extreme Greed
2024-03-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,2,0.0,5000.0,0.999999,Extreme Greed
2024-03-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,429.683075,14,0.2857142857142857,6218.810714285714,30.472167,Extreme Greed
2024-03-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,73.61088,7,0.8571428571428571,705.8557142857143,0.665249,Extreme Greed
2024-03-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,2,0.0,3751.305,2.6259129999999997,Extreme Greed
2024-03-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,12,0.0,2833.491666666667,11.900658,Extreme Greed
2024-03-18,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1244.6384,6,0.8333333333333334,8540.285,11.217557,Extreme Greed
2024-03-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,212.3193,1,1.0,5214.47,1.825065,Extreme Greed
2024-03-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,4,0.0,2266.8775,3.173628,Extreme Greed
2024-03-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,842.799493,10,0.5,18098.891,17.37493,Extreme Greed
2024-03-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-174.00152,10,0.0,2982.842,5.439754,Extreme Greed
2024-03-20,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2593.147623,59,0.9491525423728814,2446.8210169491526,16.783601,Greed
2024-03-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,3829.986976,10,0.4,7134.341,23.095237,Greed
2024-03-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,1,0.0,9744.18,3.410463,Extreme Greed
2024-03-21,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2097.182,23,0.9565217391304348,4256.877391304348,9.399167,Extreme Greed
2024-03-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,238.326075,4,0.25,2560.8025000000002,3.58512,Extreme Greed
2024-03-24,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1297.018477,19,0.7894736842105263,4873.274210526315,8.888837,Greed
2024-03-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1302.916428,7,0.8571428571428571,8159.4742857142855,19.990712,Extreme Greed
2024-03-26,0x4f93fead39b70a1824f981a54d4e55b278e9f760,20.599193,7,0.14285714285714285,3426.62,8.395214,Extreme Greed
2024-03-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3195.3074,111,0.9819819819819819,1572.7824324324324,19.752188999999998,Extreme Greed
2024-03-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,189.192,27,0.4444444444444444,3224.6703703703706,30.473126,Extreme Greed
2024-03-27,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-38.78086,11,0.0,1163.5172727272727,1.244826,Extreme Greed
2024-03-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,3,0.0,6671.296666666666,7.00486,Extreme Greed
2024-03-28,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,227.85100799999998,10,0.9,1530.983,2.054369,Extreme Greed
2024-03-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,883.097404,15,0.4,5794.291333333333,30.420029999999997,Extreme Greed
2024-03-30,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1100.57514,45,0.9777777777777777,2246.753777777778,9.939454,Extreme Greed
2024-03-31,0x4f93fead39b70a1824f981a54d4e55b278e9f760,912.786145,13,0.7692307692307693,3070.2276923076925,13.969522000000001,Extreme Greed
2024-04-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.840939,29,0.06896551724137931,4654.808275862069,47.246296,Extreme Greed
2024-04-01,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2507.122467,48,0.8333333333333334,4260.021458333334,36.505066,Extreme Greed
2024-04-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,883.760812,37,0.32432432432432434,6072.016756756757,78.632589,Extreme Greed
2024-04-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,4,0.0,3749.9725,1.4999850000000001,Extreme Greed
2024-04-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,126.7884,2,0.5,3443.955,0.6612359999999999,Greed
2024-04-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,2,0.0,4999.83,0.999965,Greed
2024-04-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,32,0.0,2999.6165625,33.595684999999996,Greed
2024-04-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,4444.4983010000005,10,0.7,17253.157,60.38604000000001,Extreme Greed
2024-04-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,5296.433789,82,0.9146341463414634,3723.111585365854,33.956321,Extreme Greed
2024-04-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,965.5522159999999,8,1.0,3245.635,9.087776999999999,Extreme Greed
2024-04-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,236.33513399999998,16,0.25,4263.979375,23.878277,Extreme Greed
2024-04-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,23,0.0,2173.397391304348,17.495845,Extreme Greed
2024-04-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,28,0.0,5827.370357142857,57.10822,Extreme Greed
2024-04-08,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1218.4267,2,0.5,24387.135,4.682328,Extreme Greed
2024-04-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,3,0.0,19021.280000000002,19.972341,Extreme Greed
2024-04-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5207.443414,41,0.8780487804878049,8578.926097560974,123.107562,Extreme Greed
2024-04-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,389.743164,16,0.125,4775.06,26.740329,Extreme Greed
2024-04-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,21,0.0,7138.52761904762,52.468165,Extreme Greed
2024-04-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2237.798674,93,0.7634408602150538,2815.611935483871,34.478052,Extreme Greed
2024-04-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-2830.444513,15,0.0,2021.84,10.614658,Extreme Greed
2024-04-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,18,0.0,8677.150000000001,54.666038,Greed
2024-04-13,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,6621.451755,71,0.8591549295774648,4651.021830985916,64.333138,Greed
2024-04-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,-36565.98544,64,0.046875,9199.4678125,206.068057,Greed
2024-04-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,461.97292000000004,43,0.6976744186046512,1637.1216279069768,7.409347,Greed
2024-04-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,3,0.0,16671.31666666667,17.504880999999997,Greed
2024-04-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3774.08872,38,0.9210526315789473,6344.664210526315,23.145723,Greed
2024-04-16,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,1,0.0,91.08,0.030602,Greed
2024-04-16,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2467.702221,46,0.9347826086956522,3952.523695652174,18.427083,Greed
2024-04-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2441.4683999999997,14,0.9285714285714286,6968.785000000001,10.620963,Greed
2024-04-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1946.4454620000001,35,0.7714285714285715,9635.940571428573,118.04025999999999,Greed
2024-04-20,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,20,0.0,2436.6825,117.08919,Greed
2024-04-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,2,0.0,5999.795,4.199857,Greed
2024-04-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,9,0.0,5332.623333333333,16.797764,Greed
2024-04-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,759.2148159999999,54,0.5740740740740741,3567.7494444444446,67.430431,Greed
2024-04-23,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,360.32138,12,0.3333333333333333,3366.369166666667,3.878045,Greed
2024-04-24,0x4f93fead39b70a1824f981a54d4e55b278e9f760,279.185907,20,0.3,7063.762,49.446315999999996,Greed
2024-04-25,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,68,0.0,753.8510294117647,136.01682,Greed
2024-04-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,6,0.0,11496.523333333333,24.142691999999997,Greed
2024-04-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,3,0.0,1662.7633333333335,1.745898,Greed
2024-04-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,4281.488139,27,0.7037037037037037,5713.498888888889,53.99255,Greed
2024-04-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,8,0.0,3374.92625,9.449794,Greed
2024-04-28,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,50,0.0,339.7238,5.945152,Greed
2024-04-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,526.9338359999999,31,0.5483870967741935,3370.167419354839,36.566300999999996,Greed
2024-04-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,14,0.0,301.70142857142855,1.478329,Greed
2024-04-30,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,24,0.0,5209.114583333333,43.75655,Greed
2024-05-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,14,0.0,6216.103571428571,30.458908,Neutral
2024-05-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5319.861625,23,0.6956521739130435,12059.708260869564,97.080639,Neutral
2024-05-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-13.844579999999999,7,0.14285714285714285,47.215714285714284,0.087448,Neutral
2024-05-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,6,0.0,829.8083333333334,1.742594,Neutral
2024-05-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,6,0.0,8999.890000000001,18.899767,Greed
2024-05-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,3,0.0,1666.47,1.749792,Greed
2024-05-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,4,0.0,5996.512500000001,8.395113,Greed
2024-05-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,0.916,2,0.5,41.15,0.017665,Greed
2024-05-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,968.59038,9,0.4444444444444444,22890.714444444442,72.105746,Greed
2024-05-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,656.21704,10,0.7,9890.126,34.615441,Greed
2024-05-07,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,0.0,1,0.0,47.59,0.004568,Greed
2024-05-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,227.320653,7,0.2857142857142857,1395.532857142857,3.419052,Greed
