date,long_ratio,classification
2024-11-22,0.48159057437407954,Extreme Greed
2024-11-23,0.4132231404958678,Extreme Greed
2024-11-24,0.5988372093023255,Extreme Greed
2024-11-25,0.49411764705882355,Extreme Greed
2024-11-26,0.652317880794702,Extreme Greed
2024-11-27,0.3380281690140845,Extreme Greed
2024-11-28,0.6234939759036144,Extreme Greed
2024-11-29,0.37659033078880405,Extreme Greed
2024-11-30,0.2761394101876676,Extreme Greed
2024-12-01,0.34615384615384615,Extreme Greed
2024-12-02,0.5777777777777777,Extreme Greed
2024-12-03,0.45454545454545453,Extreme Greed
2024-12-04,0.30094043887147337,Extreme Greed
2024-12-05,0.42105263157894735,Extreme Greed
2024-12-06,0.5086848635235732,Greed
2024-12-07,0.3618421052631579,Extreme Greed
2024-12-08,0.19523809523809524,Extreme Greed
2024-12-09,0.8441558441558441,Extreme Greed
2024-12-10,0.33208020050125314,Extreme Greed
2024-12-11,0.14004914004914004,Greed
2024-12-12,0.2179089026915114,Extreme Greed
2024-12-13,0.5763000852514919,Extreme Greed
2024-12-14,0.4817813765182186,Extreme Greed
2024-12-15,0.6664702416028285,Extreme Greed
2024-12-16,0.4009478672985782,Extreme Greed
2024-12-17,0.43843379701184954,Extreme Greed
2024-12-18,0.5003498950314905,Extreme Greed
2024-12-19,0.35968852949985025,Extreme Greed
2024-12-20,0.4537781350482315,Greed
2024-12-21,0.3545508625817965,Greed
2024-12-22,0.5788113695090439,Greed
2024-12-23,0.4414145717937793,Greed
2024-12-24,0.34911242603550297,Greed
2024-12-25,0.41346153846153844,Greed
2024-12-26,0.5351506456241033,Extreme Greed
2024-12-27,0.5269230769230769,Greed
2024-12-28,0.35403726708074534,Greed
2024-12-29,0.34328358208955223,Greed
2024-12-30,0.6019736842105263,Greed
2024-12-31,0.46078431372549017,Greed
2025-01-01,0.7083333333333334,Greed
2025-01-02,0.296398891966759,Greed
2025-01-03,0.33267716535433073,Greed
2025-01-04,0.20485175202156333,Greed
2025-01-05,0.2719665271966527,Greed
2025-01-06,0.2582897033158813,Extreme Greed
2025-01-07,0.8822605965463108,Extreme Greed
2025-01-08,0.7170356111645814,Greed
2025-01-09,0.3850574712643678,Greed
2025-01-10,0.4468864468864469,Neutral
2025-01-11,0.5865724381625441,Greed
2025-01-12,0.1345514950166113,Greed
2025-01-13,0.5882352941176471,Greed
2025-01-14,0.33454545454545453,Greed
2025-01-15,0.34831460674157305,Greed
2025-01-16,0.30727762803234504,Extreme Greed
2025-01-17,0.39915966386554624,Extreme Greed
2025-01-18,0.5422427035330261,Extreme Greed
2025-01-19,0.5366943203573707,Extreme Greed
2025-01-20,0.5741444866920152,Extreme Greed
2025-01-21,0.27358490566037735,Extreme Greed
2025-01-22,0.35697115384615385,Extreme Greed
2025-01-23,0.4605911330049261,Extreme Greed
2025-01-24,0.4096109839816934,Extreme Greed
2025-01-25,0.6225296442687747,Extreme Greed
2025-01-26,0.3902439024390244,Greed
2025-01-27,0.6597671410090556,Greed
2025-01-28,0.3152610441767068,Greed
2025-01-29,0.48131868131868133,Greed
2025-01-30,0.25023430178069356,Greed
2025-01-31,0.31791338582677164,Extreme Greed
2025-02-01,0.555205047318612,Greed
2025-02-02,0.6315390447308568,Greed
2025-02-03,0.4584033613445378,Fear
2025-02-04,0.455015923566879,Greed
2025-02-05,0.5312259059367772,Neutral
2025-02-06,0.6829125073399882,Neutral
2025-02-07,0.6279527559055118,Fear
2025-02-08,0.7843478260869565,Fear
2025-02-09,0.5602094240837696,Neutral
2025-02-10,0.4049493813273341,Fear
2025-02-11,0.4268867924528302,Neutral
2025-02-12,0.3937924345295829,Neutral
2025-02-13,0.43284671532846714,Neutral
2025-02-14,0.3214501510574018,Neutral
2025-02-15,0.6148068669527897,Neutral
2025-02-16,0.5066079295154186,Neutral
2025-02-17,0.6620616365568545,Neutral
2025-02-18,0.6270883054892601,Neutral
2025-02-19,0.6348273328434975,Fear
2025-02-20,0.39165009940357853,Neutral
2025-02-21,0.397223705285638,Greed
2025-02-22,0.5247813411078717,Neutral
2025-02-23,0.5442307692307692,Neutral
2025-02-24,0.5795940170940171,Neutral
2025-02-25,0.6781940441882806,Fear
2025-02-26,0.32908163265306123,Extreme Fear
2025-02-27,0.45617977528089887,Extreme Fear
2025-02-28,0.5201177625122669,Extreme Fear
2025-03-01,0.603448275862069,Extreme Fear
2025-03-02,0.5150375939849624,Fear
2025-03-03,0.7213225371120108,Fear
2025-03-04,0.7277268942547876,Extreme Fear
2025-03-05,0.22590361445783133,Extreme Fear
2025-03-06,0.4881578947368421,Fear
2025-03-07,0.4807993730407524,Fear
2025-03-08,0.5444234404536862,Fear
2025-03-09,0.6659634317862166,Fear
2025-03-10,0.539333562349708,Extreme Fear
2025-03-11,0.6451612903225806,Extreme Fear
2025-03-12,0.41507056451612906,Fear
2025-03-13,0.4864864864864865,Neutral
2025-03-14,0.1343891402714932,Fear
2025-03-15,0.5900383141762452,Neutral
2025-03-16,0.5735849056603773,Fear
2025-03-17,0.525,Fear
2025-03-18,0.4088729016786571,Fear
2025-03-19,0.34925558312655086,Fear
2025-03-20,0.3086900129701686,Neutral
2025-03-21,0.49570200573065903,Fear
2025-03-22,0.41495327102803736,Fear
2025-03-23,0.6487695749440716,Fear
2025-03-24,0.2074001947419669,Neutral
2025-03-25,0.5335018963337548,Neutral
2025-03-26,0.5074145712443585,Neutral
2025-03-27,0.6038216560509554,Fear
2025-03-28,0.7321428571428571,Fear
2025-03-29,0.5263991552270327,Fear
2025-03-30,0.8415492957746479,Fear
2025-03-31,0.43232323232323233,Fear
2025-04-01,0.4791666666666667,Fear
2025-04-02,0.11895910780669144,Fear
2025-04-03,0.5469107551487414,Fear
2025-04-04,0.3922955974842767,Fear
2025-04-05,0.38333333333333336,Fear
2025-04-06,0.6469465648854962,Fear
2025-04-07,0.5028429282160626,Extreme Fear
2025-04-08,0.4559915164369035,Extreme Fear
2025-04-09,0.44466851525081924,Extreme Fear
2025-04-10,0.5345557122708039,Fear
2025-04-11,0.2846715328467153,Fear
2025-04-12,0.3793266951161688,Fear
2025-04-13,0.5594246782740349,Neutral
2025-04-14,0.5808988764044943,Fear
2025-04-15,0.3041556145004421,Fear
2025-04-16,0.5192786069651741,Fear
2025-04-17,0.33074684772065954,Fear
2025-04-18,0.3986272439281943,Fear
2025-04-19,0.35857860732232594,Fear
2025-04-20,0.5443995963673057,Fear
2025-04-21,0.35157159487776485,Fear
2025-04-22,0.47364909939959976,Neutral
2025-04-23,0.6848514369215781,Greed
2025-04-24,0.5479390681003584,Greed
2025-04-25,0.41197822141560797,Greed
2025-04-26,0.5340406719717065,Greed
2025-04-27,0.6201780415430267,Greed
2025-04-28,0.47280638143582304,Neutral
2025-04-29,0.49264378065091396,Greed
2025-04-30,0.7529200359389039,Greed
2025-05-01,0.5577235772357724,Neutral
